Subject,Word
17,cockroach
17,snake
17,dog
17,elephant
17,giraffe
17,bear
17,wolf
17,bird
17,cat
17,worm
17,ant
18,cat
18,dog
18,mosquito
18,bird
18,fish
18,eagle
18,canary
18,lion
18,tiger
18,flea
18,cheetah
18,fish
18,snake
18,pigeon
18,stork
18,mouse
18,raven
19,butterfly
19,bear
19,ant
19,cockroach
19,slug
19,elephant
19,dog
19,mouse
19,cat
19,parakeet
19,hamster
19,toad
19,lizard
19,ladybug
19,snake
19,spider
19,goat
19,wolf
19,horse
19,horse
19,bull
19,cow
19,sheep
19,calf
19,sheep
20,dog
20,cat
20,bird
20,whale
20,shark
20,sea ​​urchin
20,elephant
20,rhinoceros
20,fish
20,octopus
20,crocodile
20,giraffe
20,bun
20,fly
20,ant
20,butterfly
20,ladybug
20,worm
20,duck
20,frog
20,toad
20,stork
20,eagle
20,toucan
20,lazy
20,bear
20,walrus
21,horse
21,chicken
21,fish
21,dog
21,goat
21,bat
21,mosquito
21,fly
21,cat
21,bun
21,gorilla
21,snake
21,otter
21,bird
21,quail
21,pig
21,lizard
21,butterfly
21,spider
22,dog
22,cat
22,horse
22,dolphin
22,chicken
22,shark
22,whale
22,rabbit
22,frog
22,giraffe
22,elephant
22,bun
22,cricket
22,pigeon
22,bat
22,snake
23,snake
23,ostrich
23,pigeon
23,cat
23,dog
23,bee
23,butterfly
23,horse
23,donkey
23,cow
23,bull
23,worm
23,cockroach
23,chameleon
23,rat
23,kangaroo
24,dog
24,cat
24,fish
24,shark
24,large tent
24,trout
24,dolphin
24,eagle
24,elephant
24,bull
24,cow
24,sheep
24,chicken
24,chicken
24,chicken
24,snake
24,rabbit
24,partridge
24,wild pig
24,deer
24,deer
24,pig
24,horse
24,horse
24,camel
25,dog
25,cat
25,bird
25,eagle
25,snail
25,worm
25,tiger
25,lion
25,giraffe
25,elephant
25,bun
25,rhinoceros
25,lizard
25,lizard
25,mosquito
25,fly
26,dog
26,horse
26,cat
26,duck
26,shark
26,squirrel
26,whale
26,dolphin
26,octopus
26,chicken
26,sheep
26,cow
26,bull
26,horse
26,worm
26,bee
26,wasp
26,fly
26,mosquito
27,rat
27,mouse
27,dog
27,cat
27,elephant
27,dolphin
27,whale
27,frog
27,toad
27,horse
27,horse
27,foal
27,tadpole
27,kangaroo
27,lion
27,tiger
27,cheetah
27,louse
27,mosquito
27,flea
27,worm
27,worm
27,silkworm
28,lion
28,goat
28,duck
28,spider
28,bat
28,reindeer
28,louse
28,ant
28,giraffe
28,dolphin
28,whale
28,bull
28,cat
28,pigeon
28,bird
28,hare
28,worm
28,squirrel
28,hummingbird
29,dog
29,cat
29,bun
29,gorilla
29,lion
29,tiger
29,koala
29,kangaroo
29,cat
29,bee
29,ant
29,flea
29,mosquito
29,louse
29,fly
29,bear
29,wasp
30,dog
30,cat
30,elephant
30,mammoth
30,fish
30,butterfly
30,mosquito
30,pigeon
30,stork
30,sheep
30,goat
30,chicken
30,dolphin
30,snake
30,elephant
30,zebra
30,lion
30,rat
30,snail
30,slug
30,bear
30,tiger
30,hyena
30,cockroach
30,ant
30,ladybug
31,spider
31,chicken
31,flea
31,sheep
31,tiger
31,elephant
31,ant
31,cow
31,fly
31,tiger
32,cat
32,dog
32,rat
32,mouse
32,hamster
32,sea ​​urchin
32,goat
32,cow
32,sheep
32,deer
32,wolf
32,wildebeest
32,lion
32,tiger
32,bull
32,gazelle
32,impala
32,bird
32,canary
32,owl
32,grasshopper
32,fly
32,wasp
32,bee
32,beetle
32,ant
32,elephant
33,dog
33,mouse
33,ostrich
33,giraffe
33,zebra
33,goat
33,lion
33,cat
33,bull
33,chicken
33,bird
33,shark
33,frog
33,penguin
33,bear
34,mosquito
34,spider
34,ant
34,grasshopper
34,stick insect
34,cow
34,sheep
34,pig
34,horse
34,horse
34,dog
34,cat
34,calls
34,bird
34,ostrich
34,stork
34,hummingbird
34,tortoise
34,fish
34,giraffe
34,rhinoceros
34,lion
34,tiger
35,frog
35,chicken
35,toad
35,dolphin
35,shark
35,whale
35,cow
35,bull
35,dog
35,cat
35,tadpole
35,rat
35,mouse
35,shell
35,clam
35,prawn
35,shrimp
35,calf
35,sheep
35,wild pig
35,vulture
35,eagle
35,stork
35,quail
35,bunting
35,parakeet
36,bear
36,crocodile
36,shark
36,dolphin
36,giraffe
36,elephant
36,gorilla
36,dog
36,cat
36,bird
36,pigeon
36,parakeet
36,parrot
36,tiger
36,cheetah
36,cougar
36,hyena
38,tiger
38,lion
38,dog
38,cat
38,chicken
38,donkey
38,horse
38,squirrel
38,fly
38,butterfly
38,cockroach
38,spider
38,mosquito
38,fish
39,dog
39,cat
39,mouse
39,fish
39,hamster
39,camel
39,shark
39,whale
39,deer
39,horse
39,kangaroo
39,jellyfish
40,dog
40,cat
40,bun
40,dolphin
40,whale
40,tiger
40,lion
40,wolf
40,salmon
40,gorilla
40,elephant
40,snake
40,bun
40,shark
40,hyena
40,leopard
40,jaguar
40,giraffe
40,zebra
40,deer
51,dog
51,cat
51,dolphin
51,shark
51,fly
51,mosquito
51,frog
51,goat
51,wild pig
51,lion
51,tiger
51,zebra
51,giraffe
51,antelope
51,goat
51,cockroach
51,fish
51,kangaroo
51,toad
51,butterfly
51,spider
52,dog
52,seagull
52,bird
52,elephant
52,lizard
52,beetle
52,ant
52,cat
52,parrot
52,bird
52,parrot
52,scolopendra
52,centipede
52,bear
52,tiger
52,lion
52,rabbit
52,bat
53,whale
53,dog
53,hummingbird
53,lion
53,tiger
53,gazelle
53,cat
53,whale
53,dolphin
53,louse
53,frog
53,giraffe
53,mosquito
53,fly
53,butterfly
53,snail
53,slug
53,octopus
53,caterpillar
54,dog
54,cat
54,giraffe
54,snake
54,crocodile
54,bun
54,butterfly
54,tiger
54,hippo
54,elephant
54,worm
54,hamster
54,mouse
54,hyena
54,lion
54,zebra
54,fish
54,shark
54,dolphin
55,fish
55,rat
55,bun
55,lion
55,tiger
55,lynx
55,hawk
55,eagle
55,sparrow
55,worm
55,panther
55,dolphin
55,deer
55,beaver
55,wolf
55,shrew
55,flea
55,giraffe
55,hippo
55,mammoth
55,bear
55,penguin
55,anteater
56,cat
56,dog
56,rabbit
56,squirrel
56,snail
56,grasshopper
56,caterpillar
56,elephant
56,lion
56,tiger
56,cockroach
56,ant
56,cat
56,dog
56,rat
56,leopard
56,stork
56,dolphin
56,whale
56,killer whale
56,sardine
56,sea ​​bream
56,squid
56,centipede
56,ladybug
56,chicken
56,pig
56,partridge
57,dog
57,cat
57,rabbit
57,owl
57,giraffe
57,elephant
57,zebra
57,lion
57,tiger
57,wolf
57,bear
57,chicken
57,bun
57,chimpanzee
57,orangutan
57,donkey
57,horse
58,dog
58,cat
58,rabbit
58,bird
58,snake
58,stork
58,parakeet
58,diamond
58,giraffe
58,elephant
58,lion
58,tiger
58,leopard
58,jaguar
58,shark
58,fish
58,sepia
58,sponge
58,squid
58,clam
58,mussel
59,dog
59,cat
59,canary
59,parakeet
59,giraffe
59,elephant
59,lion
59,tiger
59,cat
59,scorpion
59,jellyfish
59,beetle
59,scolopendra
59,centipede
59,sea ​​cucumber
59,eagle
59,cockroach
59,iguana
59,condor
59,bun
59,ape
60,penguin
60,horse
60,horse
60,pig
60,ant
60,louse
60,eagle
60,cow
60,snake
60,snake
60,badger
60,dog
60,cat
60,parakeet
60,parrot
60,bun
60,crocodile
60,dolphin
60,hamster
60,bat
60,grasshopper
61,lion
61,giraffe
61,elephant
61,camel
61,snake
61,snail
61,cat
61,dog
61,mouse
61,spider
61,earwig
61,crab
61,hake
61,eagle
61,snail
61,parakeet
61,canary
61,pig
61,cow
61,bull
61,wildebeest
61,mammoth
61,sperm whale
61,whale
61,dolphin
62,dog
62,cat
62,whale
62,dolphin
62,mouse
62,rat
62,worm
62,shell
62,mussel
62,squirrel
62,pig
62,giraffe
62,lion
62,wolf
62,canary
62,jaguar
62,hamster
62,wild pig
62,rabbit
62,hare
63,giraffe
63,dolphin
63,whale
63,tiger
63,lion
63,cat
63,dog
63,rat
63,mouse
63,parakeet
63,bear
63,deer
63,wild pig
63,fish
63,squirrel
63,zebra
63,elephant
63,cougar
63,hyena
63,bun
63,gorilla
63,orangutan
63,wolf
64,wasp
64,fly
64,mosquito
64,grasshopper
64,firefly
64,mere
64,lobster
64,crab
64,elephant
64,horse
64,donkey
64,mule
64,giraffe
64,hippo
64,elephant
64,fish
64,shark
64,mouse
64,rat
64,rabbit
64,squirrel
64,dog
64,wolf
64,crocodile
64,snake
64,cobra
65,bat
65,lynx
65,camel
65,horse
65,dog
65,cat
65,mouse
65,whale
65,dolphin
65,horse
65,cow
65,donkey
65,meerkat
65,squirrel
65,sea ​​urchin
65,rabbit
65,skunk
65,guinea pig
65,hamster
65,deer
65,penguin
65,bear
65,ostrich
65,pigeon
66,elephant
66,lion
66,dog
66,cat
66,crocodile
66,alligator
66,cheetah
66,leopard
66,hyena
66,wild pig
66,pig
66,koala
66,panda
66,grizzly
66,polar bear
66,bat
66,snake
66,cow
66,zebra
66,wolf
67,dog
67,cat
67,bird
67,canary
67,goldfinch
67,wild pig
67,pig
67,bear
67,lion
67,wolf
67,giraffe
67,elephant
67,sea ​​urchin
67,rabbit
67,parakeet
67,zebra
67,hyena
67,horse
67,fish
67,emperor
67,penguin
67,sardine
68,platypus
68,bat
68,fish
68,dog
68,wolf
68,bear
68,lamb
68,cow
68,ram
68,bull
68,eagle
68,hummingbird
68,crocodile
68,hippo
68,elephant
68,dolphin
68,giraffe
68,mosquito
68,flea
68,bun
68,otter
68,sea ​​lion
68,lion
68,seal
69,fly
69,dog
69,tarantula
69,cat
69,butterfly
69,mosquito
69,lion
69,tiger
69,shark
69,bat
69,fish
69,frog
69,snake
69,piton
69,mouse
69,crocodile
69,ostrich
69,flemish
69,vulture
69,eagle
69,hummingbird
69,ant
69,louse
69,flea
70,dog
70,cat
70,wild pig
70,squirrel
70,bun
70,elephant
70,panther
70,leopard
70,sea ​​urchin
70,shrew
70,mouse
70,rat
70,koala
70,stork
70,eagle
70,whale
70,dolphin
70,shark
70,tortoise
70,cockroach
70,snake
70,horse
70,cow
70,bull
70,pig
70,chicken
70,salamander
71,elephant
71,giraffe
71,mouse
71,bull
71,cow
71,ox
71,elephant
71,butterfly
71,centipede
71,bear
71,whale
71,shark
71,eagle
71,vulture
71,dog
71,mouse
71,rat
71,sheep
71,zebra
71,chicken
71,grasshopper
71,stick insect
72,penguin
72,rat
72,mouse
72,giraffe
72,elephant
72,zebra
72,rhinoceros
72,goldfinch
72,canary
72,parakeet
72,dog
72,cat
72,mouse
72,dragon-fly
72,butterfly
72,ladybug
72,bee
72,ant
72,wasp
72,dromedary
72,camel
72,horse
72,bull
72,cow
72,sheep
72,goat
72,mouflon
72,wolf
72,tiger
72,lion
72,shark
73,chicken
73,horse
73,dog
73,cat
73,mosquito
73,mouse
73,rat
73,horse
73,cow
73,sheep
73,zebra
73,pig
73,mule
73,ox
73,eagle
73,pigeon
73,hummingbird
73,penguin
73,worm
73,snake
73,spider
73,bun
73,lion
73,giraffe
73,zebra
73,bear
73,cockroach
74,dog
74,cat
74,mouse
74,canary
74,ostrich
74,seal
74,lion
74,tiger
74,zebra
74,eagle
74,crab
74,clam
74,mussel
74,crocodile
74,alligator
74,snake
74,snake
74,beaver
74,groundhog
74,otter
74,sardine
74,anchovy
74,salmon
74,tuna
74,bear
74,gazelle
74,wild pig
74,lynx
74,cheetah
74,leopard
74,cougar
74,iguana
75,sardine
75,anchovy
75,bull
75,horse
75,camel
75,elephant
75,cow
75,whale
75,dolphin
75,shark
75,dog
75,cat
75,mouse
75,hamster
75,spider
75,flea
75,louse
75,pig
75,chicken
75,chicken
75,snake
75,toucan
75,butterfly
75,lion
75,tiger
75,hyena
75,giraffe
76,dog
76,cat
76,spider
76,snake
76,pig
76,sheep
76,wasp
76,goat
76,grasshopper
76,rat
76,whale
76,dolphin
76,shark
76,butterfly
76,eagle
76,ostrich
76,lizard
76,bear
76,gorilla
77,dog
77,cat
77,mouse
77,horse
77,giraffe
77,elephant
77,cockroach
77,spider
77,mosquito
77,fly
77,tiger
77,panther
77,lion
77,dolphin
77,whale
77,shark
77,fish
77,crab
77,bird
77,butterfly
77,hamster
77,iguana
77,pig
77,cow
78,tiger
78,lion
78,panther
78,dog
78,cat
78,horse
78,cow
78,goat
78,sheep
78,duck
78,chicken
78,chicken
78,gorilla
78,chimpanzee
78,sepia
78,shark
78,whale
78,dolphin
78,fish
78,bird
78,eagle
78,vulture
78,hawk
78,kestrel
78,ant
78,centipede
78,beetle
78,worm
78,worm
78,mosquito
78,bat
78,orangutan
79,dog
79,cat
79,hamster
79,horse
79,bird
79,jaguar
79,lion
79,tiger
79,cyclops
79,pig
79,chicken
79,pony
79,pigeon
79,giraffe
79,elephant
79,zebra
79,koala
79,bun
79,crocodile
79,alligator
80,dog
80,cat
80,canary
80,rabbit
80,hare
80,partridge
80,penco
80,wild pig
80,pig
80,giraffe
80,elephant
80,ostrich
80,lion
80,tiger
80,seal
80,walrus
80,dolphin
80,flemish
80,blowfish
80,clownfish
80,shark
80,whale
80,jellyfish
80,crab
80,clam
80,worm
80,butterfly
80,ladybug
80,cutter
81,penguin
81,giraffe
81,ostrich
81,spider
81,squirrel
81,elephant
81,cat
81,dog
81,louse
81,whale
81,shark
81,eel
81,eagle
81,hawk
81,quail
81,snake
81,snake
81,triton
81,killer whale
81,mouse
81,bull
81,cow
81,horse
81,horse
81,wild pig
81,pig
81,grasshopper
81,centipede
82,duck
82,tortoise
82,frog
82,dog
82,cat
82,pigeon
82,parakeet
82,parrot
82,canary
82,rabbit
82,toad
82,sea ​​urchin
82,swallow
82,fish
82,tadpole
82,reindeer
82,mule
82,ox
82,quail
82,iguana
82,chameleon
82,eagle
83,elephant
83,giraffe
83,dog
83,cat
83,chicken
83,chicken
83,tiger
83,snake
83,fish
83,clownfish
83,crocodile
83,shark
83,dolphin
83,bird
83,eagle
83,ostrich
83,ant
83,worm
83,snail
83,fly
83,mosquito
83,frog
83,toad
83,rhinoceros
84,dog
84,cat
84,giraffe
84,bird
84,crocodile
84,elephant
84,hippo
84,sole
84,bass
84,hake
84,parakeet
84,parrot
84,parrot
84,lynx
84,tiger
84,lion
84,snake
84,frog
84,worm
84,slug
84,seagull
85,horse
85,worm
85,spider
85,ant
85,horse
85,worm
85,chicken
85,ostrich
85,bear
85,elephant
85,mammoth
85,tiger
85,lion
85,giraffe
85,dolphin
85,shark
85,mantis
85,crab
85,sea ​​urchin
85,butterfly
85,mosquito
85,fly
85,kangaroo
85,koala
86,dog
86,cat
86,ox
86,lion
86,tiger
86,elephant
86,giraffe
86,bird
86,leopard
86,hippo
86,ostrich
86,rhinoceros
86,bear
86,snake
86,parakeet
86,ant
86,rabbit
86,hare
86,canary
86,fish
87,dog
87,cat
87,rat
87,rabbit
87,horse
87,kangaroo
87,snake
87,spider
87,fish
87,rhinoceros
87,giraffe
87,lion
87,tiger
87,sheep
87,otter
87,elephant
87,bear
87,deer
87,owl
87,eagle
88,cat
88,dog
88,lion
88,frog
88,horse
88,zebra
88,bun
88,mouse
88,bat
88,bird
88,fish
88,chinchilla
88,rabbit
88,sea ​​urchin
88,hare
88,partridge
88,pigeon
88,buffalo
88,bull
89,elephant
89,chicken
89,giraffe
89,lion
89,zebra
89,frog
89,moose
89,tiger
89,panther
89,lion
89,cheetah
89,crocodile
89,platypus
89,cat
89,sparrow
89,raven
89,eagle
89,hawk
89,horse
89,donkey
89,mule
89,kangaroo
89,shark
89,salmon
89,whale
89,dolphin
89,octopus
90,dog
90,cat
90,crocodile
90,chimpanzee
90,eagle
90,mouse
90,rat
90,elephant
90,hare
90,rabbit
90,lion
90,tiger
90,cougar
90,rhinoceros
90,tiger
90,platypus
91,pig
91,chicken
91,dog
91,bat
91,pig
91,sepia
91,horse
91,horse
91,fly
91,mosquito
91,spider
91,cat
91,hamster
91,guinea pig
91,rabbit
91,shark
91,dolphin
91,jellyfish
91,squid
91,starfish
91,sea horse
91,snail
91,snail
92,snake
92,lion
92,tiger
92,snail
92,tortoise
92,dog
92,cat
92,mouse
92,guinea pig
92,rabbit
92,hare
92,bear
92,giraffe
92,rhinoceros
92,elephant
92,shark
92,whale
92,barracuda
93,lizard
93,crocodile
93,butterfly
93,worm
93,jellyfish
93,clownfish
93,dog
93,cat
93,horse
93,camel
93,dromedary
93,elephant
93,grasshopper
93,bear
93,hare
93,rabbit
93,wolf
93,fox
94,cat
94,fish
94,frog
94,horse
94,dog
94,mosquito
94,fly
94,wasp
94,bee
94,guinea pig
94,mouse
94,rat
94,dormouse
94,fox
94,lion
94,tiger
94,cheetah
94,giraffe
94,antelope
94,ox
94,mule
94,snake
94,spider
94,owl
94,owl
94,grasshopper
95,dog
95,cat
95,giraffe
95,lion
95,wildebeest
95,zebra
95,gazelle
95,koala
95,kangaroo
95,cow
95,bull
95,chicken
95,chicken
95,platypus
95,chameleon
95,wolf
95,fish
95,shark
95,dolphin
95,stick insect
96,snake
96,bear
96,duck
96,fish
96,shark
96,whale
96,dolphin
96,squid
96,clam
96,oyster
96,eagle
96,bird
96,salamander
96,komodo dragon
96,wild pig
96,wolf
96,moose
96,deer
96,mole
96,ant
96,spider
96,grasshopper
96,butterfly
97,tiger
97,dog
97,cat
97,bear
97,platypus
97,mockingbird
97,swan
97,duck
97,lion
97,bun
97,orangutan
97,mole
97,mouse
97,rat
97,shark
97,whale
97,dolphin
97,fly
97,beetle
97,ant
97,centipede
97,worm
98,dog
98,wolf
98,zebra
98,pig
98,giraffe
98,rhinoceros
98,hippo
98,lion
98,tiger
98,cheetah
98,leopard
98,crocodile
98,wildebeest
98,snake
98,dog
98,cat
98,iguana
98,rabbit
98,bird
98,tortoise
98,fish
98,shark
98,elephant
98,whale
98,dolphin
99,dog
99,cow
99,chicken
99,chicken
99,mouse
99,wolf
99,snake
99,crocodile
99,rhinoceros
99,horse
99,cat
99,ferret
99,lion
99,zebra
99,hyena
99,lynx
99,butterfly
99,cockroach
99,giraffe
99,bear
100,cat
100,dog
100,walrus
100,seagull
100,iguana
100,crocodile
100,duck
100,goose
100,sparrow
100,goldfinch
100,jaguar
100,tiger
100,lion
100,panther
100,penguin
100,fly
100,bee
100,beetle
100,wasp
100,caterpillar
100,centipede
100,dragon-fly
100,spider
100,scorpion
100,kangaroo
100,koala
100,sea ​​urchin
100,porcupine
100,pig
101,lion
101,tiger
101,zebra
101,cat
101,mouse
101,flea
101,louse
101,elephant
101,leopard
101,cheetah
101,bun
101,gorilla
101,centipede
101,worm
101,butterfly
101,microbe
101,snake
101,spider
102,frog
102,dolphin
102,shark
102,lion
102,tiger
102,rat
102,elephant
102,camel
102,panther
102,zebra
102,dog
102,cat
102,bird
102,groundhog
102,fish
102,pigeon
102,parakeet
105,dog
105,cat
105,chicken
105,giraffe
105,lion
105,tiger
105,cheetah
105,crocodile
105,eagle
105,snake
105,frog
105,salamander
105,shark
105,dolphin
105,octopus
105,swordfish
105,crab
105,snail
105,starfish
105,sea ​​urchin
105,chimpanzee
105,gorilla
105,bun
106,cat
106,dog
106,mouse
106,tiger
106,lion
106,giraffe
106,elephant
106,cheetah
106,wolf
106,goat
106,crocodile
106,fish
106,bass
106,large tent
106,pike
106,wild pig
106,hamster
106,snake
106,parrot
106,eagle
106,hawk
106,harrier
106,goshawk
107,bear
107,frog
107,spider
107,ant
107,cat
107,dog
107,shark
107,dolphin
107,platypus
107,horse
107,camel
107,mosquito
107,fly
107,tarantula
107,hummingbird
107,pigeon
107,flea
107,snake
107,snake
107,snake
108,sheep
108,dog
108,wild pig
108,pig
108,chicken
108,lamb
108,cow
108,bull
108,flea
108,ant
108,cockroach
108,elephant
108,ostrich
108,cat
108,hare
108,rabbit
108,mouse
108,rat
108,bird
108,hummingbird
108,parakeet
108,fish
108,frog
108,sepia
108,shark
108,dolphin
108,whale
109,bull
109,lion
109,wolf
109,seal
109,sea ​​lion
109,whale
109,clownfish
109,fly
109,mosquito
109,bat
109,bun
109,snake
109,cobra
109,snake
109,frog
109,dog
109,cat
109,mouse
109,rat
109,hamster
109,boa
110,chicken
110,dog
110,cat
110,wolf
110,lion
110,giraffe
110,cockroach
110,ant
110,bear
110,rabbit
110,canary
110,mouse
110,hare
110,leopard
110,cheetah
110,ostrich
110,wildebeest
110,parrot
110,chicken
110,hamster
110,panda
112,cat
112,dog
112,gorilla
112,dolphin
112,horse
112,horse
112,partridge
112,rabbit
112,hare
112,whale
112,dolphin
112,shark
112,chicken
112,cow
112,giraffe
112,elephant
112,tiger
112,leopard
113,frog
113,snake
113,spider
113,lion
113,tiger
113,mammoth
113,cat
113,dog
113,otter
113,bird
113,vulture
113,eagle
113,wild pig
113,bun
113,hippo
113,leopard
115,wild pig
115,deer
115,mouflon
115,fox
115,wolf
115,roe deer
115,ostrich
115,lion
115,bear
115,pigeon
115,turtledove
115,thrush
115,hurricane
115,jays
115,sparrow
115,petin
115,bunting
115,chicken
115,rabbit
115,cat
115,dog
115,butterfly
115,mosquito
115,frog
115,toad
115,flea
118,lion
118,tiger
118,elephant
118,hippo
118,whale
118,dolphin
118,shark
118,snake
118,crocodile
118,dog
118,cat
118,giraffe
118,ostrich
118,eagle
118,pigeon
118,insect
118,worm
118,cockroach
118,ant
118,spider
118,squirrel
118,swallow
118,butterfly
118,bee
118,wasp
118,fly
118,mosquito
119,whale
119,shark
119,sea ​​urchin
119,deer
119,fallow deer
119,cobra
119,cat
119,dog
119,wolf
119,ruined
119,kudu
119,raven
119,vulture
119,eagle
119,hawk
119,sparrow
119,blackbird
119,swift
119,bunting
120,capybara
120,armadillo
120,skunk
120,dolphin
120,shark
120,frog
120,panda
120,sloth
120,penguin
120,koala
120,kangaroo
120,kiwi
120,quail
120,partridge
120,fox
120,ferret
120,eagle
120,hawk
120,vulture
120,beaver
120,dinosaur
120,rabbit
120,jaguar
120,cheetah
120,leopard
121,rat
121,ostrich
121,mouse
121,crocodile
121,shark
121,bear
121,cougar
121,lion
121,dog
121,wolf
121,fox
121,coyote
121,rabbit
121,leopard
121,cheetah
121,squirrel
121,cockroach
121,swallow
121,pigeon
121,cat
121,mosquito
121,fly
121,platypus
121,ostrich
121,rhea
121,emu
121,cougar
122,crocodile
122,frog
122,mosquito
122,spider
122,salamander
122,cow
122,wild pig
122,pig
122,duck
122,mouse
122,rat
122,gecko
122,crocodile
122,ostrich
122,giraffe
122,bird
122,wolf
122,deer
122,roe deer
122,partridge
122,thrush
122,rhea
122,hound
122,beagle
123,mouse
123,rat
123,camel
123,calls
123,horse
123,horse
123,foal
123,lion
123,lion
123,tiger
123,tiger
123,cougar
123,panther
123,whale
123,shark
123,dolphin
123,fish
123,louse
123,butterfly
123,mollusk
123,dog
123,cat
124,parakeet
124,dog
124,cat
124,bat
124,elephant
124,camel
124,lion
124,tiger
124,bun
124,ostrich
124,bird
124,mockingbird
124,sparrow
124,osprey
124,heron
124,fish
124,dolphin
124,shark
124,whale
124,frog
124,butterfly
124,cockroach
124,spider
124,octopus
124,squid
125,whale
125,mouse
125,rat
125,wasp
125,dolphin
125,giraffe
125,gorilla
125,chimpanzee
125,bun
125,sea ​​urchin
125,lazy
125,dog
125,cat
125,bird
125,rabbit
125,hare
125,deer
125,wild pig
125,cow
125,horse
125,horse
125,pig
125,goat
126,mouse
126,cat
126,dog
126,cow
126,pig
126,rabbit
126,rat
126,fox
126,snake
126,crab
126,wild pig
126,bun
126,orangutan
126,scorpion
126,fly
126,mosquito
126,wasp
126,bee
126,bull
126,sheep
126,goat
127,dog
127,cat
127,cow
127,goat
127,giraffe
127,elephant
127,hyena
127,ostrich
127,cheetah
127,shrimp
127,mouse
127,cockroach
127,ant
127,whale
127,elephant
127,tiger
127,lion
127,komodo dragon
127,orangutan
128,mouse
128,rat
128,frog
128,tadpole
128,giraffe
128,donkey
128,snake
128,fish
128,shark
128,dolphin
128,sea horse
128,bird
128,ostrich
128,pigeon
128,snake
128,bat
128,owl
128,snail
128,squirrel
128,cockroach
128,spider
128,insect
128,tarantula
128,octopus
129,elephant
129,sheep
129,ostrich
129,dolphin
129,shark
129,dog
129,cat
129,fish
129,bird
129,nymph
129,flea
129,fly
129,elephant
129,giraffe
129,lion
129,bun
129,chuck
129,orangutan
129,rhea
129,wildebeest
129,dinosaur
129,butterfly
129,mosquito
129,mole
129,prairie dog
129,swan
129,duck
130,cow
130,eagle
130,mouse
130,ant
130,bee
130,wasp
