Subject,Word
340,dog
340,duck
340,crocodile
340,alligator
341,lion
341,tortoise
341,cat
341,dog
341,cheetah
341,ostrich
341,flemish
341,whale
341,quail
341,octopus
341,mouse
341,bee
341,ladybug
341,lizard
341,bear
341,kangaroo
341,snake
342,tiger
342,cheetah
342,lion
342,elephant
342,sea ​​urchin
342,whale
342,donkey
342,chicken
342,turkey
342,zebra
342,bee
342,cat
342,dog
342,kangaroo
342,tortoise
342,wild pig
343,dog
343,cat
343,lion
343,snake
343,bun
343,frog
343,tiger
343,gorilla
343,bun
343,chicken
343,zebra
343,whale
343,sea ​​urchin
343,elephant
343,bird
344,buffalo
344,lion
344,leopard
344,gorilla
344,bun
344,tiger
344,rooster
344,sea ​​urchin
344,donkey
344,horse
344,wildebeest
344,bull
344,cow
344,tortoise
344,fish
345,lion
345,tiger
345,elephant
345,panther
345,sea ​​urchin
345,donkey
345,chameleon
345,lizard
345,cow
345,sheep
345,dolphin
345,shark
345,ladybug
346,dog
346,duck
346,giraffe
346,tiger
346,duck
346,bird
346,tortoise
346,cow
346,chicken
346,fish
347,giraffe
347,elephant
347,dog
347,cat
347,bun
347,rabbit
348,dog
348,horse
348,sheep
348,cow
348,deer
348,chicken
348,cat
349,elephant
349,tiger
349,lion
349,bun
349,dog
349,cat
349,parrot
349,bird
349,parakeet
349,horse
349,cow
349,mouse
349,duck
350,parrot
350,cat
350,dog
350,elephant
350,bun
350,deer
350,squirrel
350,rabbit
350,pig
350,tiger
350,cow
350,bee
350,chicken
350,snail
351,horse
351,donkey
351,cow
351,goat
351,bull
351,duck
351,bird
351,eagle
351,lizard
351,worm
351,butterfly
351,wasp
351,mosquito
351,fly
351,cockroach
351,louse
351,rat
351,mouse
351,sheep
352,dog
352,cat
352,donkey
352,canary
352,wolf
352,giraffe
352,zebra
352,horse
352,lynx
352,ostrich
352,fox
352,goose
352,duck
352,deer
352,wild pig
352,worm
352,ant
352,snail
352,bird
352,rhinoceros
353,elephant
353,mouse
353,wasp
353,prawn
353,leech
353,frog
353,tadpole
353,cow
353,sheep
353,horse
353,eagle
353,mountain goat
353,goat
353,bull
353,butterfly
353,komodo dragon
353,salamander
354,lion
354,crocodile
354,leopard
354,shark
354,snake
354,cobra
354,parrot
354,hamster
354,eagle
354,vulture
354,fish
354,cat
354,dog
354,rabbit
354,hare
355,duck
355,worm
355,snail
355,wasp
355,swordfish
355,hammerhead shark
355,butterfly fish
355,blue surgeon
355,shark
355,hammerhead shark
355,anchovy
355,clam
355,wolf
355,bear
355,eagle
356,lion
356,dog
356,cat
356,leopard
356,duck
356,tiger
356,koala
356,bear
356,snake
356,parrot
356,bird
356,horse
356,cow
356,pony
357,rabbit
357,squirrel
357,hamster
357,fish
357,snake
357,cat
357,dog
357,eagle
357,pigeon
357,bird
357,rabbit
357,cobra
358,dog
358,cat
358,bird
358,snake
358,horse
358,pig
358,cow
358,chicken
358,chicken
358,rooster
358,bun
358,lizard
358,mosquito
359,bird
359,lizard
359,giraffe
359,lion
359,tiger
359,bear
359,chameleon
359,frog
359,fish
359,rhinoceros
360,dog
360,horse
360,frog
360,cockroach
360,stick insect
360,squirrel
360,foal
360,cat
360,bird
360,sheep
360,cow
360,frog
360,lion
360,tiger
360,giraffe
360,shark
360,dolphin
361,lion
361,tiger
361,rabbit
361,mussel
361,deer
361,hamster
361,dog
361,cat
361,fish
361,cow
361,sheep
361,chicken
361,duck
361,tortoise
362,elephant
362,bun
362,zebra
362,gorilla
362,worm
362,worm
362,horse
362,dog
362,cat
362,chicken
362,mouse
362,parrot
362,parrot
362,bird
362,dog
362,turkey
362,whale
363,butterfly
363,snake
363,lion
363,tiger
363,snake
363,insect
363,mosquito
363,bee
363,eagle
363,bat
363,worm
363,snake
363,lion
363,elephant
363,zebra
363,giraffe
364,bird
364,kingfisher
364,swallow
364,lion
364,tiger
364,ostrich
364,frog
364,parakeet
364,dog
364,cat
364,hamster
365,koala
365,crocodile
365,opossum
365,elephant
365,alligator
365,dog
365,cat
365,ostrich
365,eagle
365,goat
365,mountain goat
365,sheep
365,shepherd dog
366,lion
366,bird
366,pigeon
366,ostrich
366,squirrel
366,bird
366,giraffe
366,elephant
366,lion
366,mouse
366,squirrel
366,frog
366,hippo
366,snail
366,sea ​​urchin
366,bear
366,polar bear
367,cougar
367,tiger
367,lion
367,rhinoceros
367,fish
367,dalmatian
367,wolf
367,grizzly
367,polar bear
367,mole
367,hippo
367,sea ​​urchin
367,pigeon
367,eagle
367,vulture
367,hawk
367,cat
368,bull
368,horse
368,rabbit
368,tiger
368,lion
368,leopard
368,lion
368,worm
368,bird
368,ostrich
368,rhinoceros
369,sheep
369,horse
369,pig
369,cat
369,dog
369,tiger
369,lion
369,tortoise
369,salmon
369,ant
369,dinosaur
369,cockroach
369,worm
370,elephant
370,giraffe
370,crab
370,clam
370,anchovy
370,rhinoceros
370,rabbit
370,duck
370,chicken
370,horse
370,pig
370,dog
370,fish
370,tortoise
370,rhinoceros
371,cow
371,sea ​​urchin
371,frog
371,rabbit
371,cat
371,dog
371,lynx
371,mouse
371,rat
371,camel
371,horse
371,sheep
371,bee
371,wasp
371,mosquito
371,fly
371,bear
371,bird
371,eagle
372,snake
372,horse
372,lion
372,tiger
372,bun
372,giraffe
372,elephant
372,zebra
372,mole
372,bird
372,dog
372,cat
372,parakeet
372,tortoise
372,frog
372,spider
372,scorpion
372,ant
373,bear
373,bun
373,tiger
373,leopard
373,spider
373,lion
373,leopard
373,chicken
374,lion
374,crocodile
374,giraffe
374,leopard
374,eagle
374,dog
374,cat
374,hawk
374,sparrow
374,leopard
375,lion
375,cheetah
375,lazy
375,bun
375,koala
375,eagle
375,hawk
375,vulture
375,wild pig
375,deer
375,snake
375,cobra
375,cheetah
375,rhinoceros
375,whale
375,shark
375,squid
375,fish
376,lion
376,cheetah
376,cat
376,dog
376,chihuahua
376,giraffe
376,cow
376,bull
376,sheep
376,lion
376,cougar
376,mouse
377,cat
377,dog
377,rooster
377,horse
377,ant
377,puppy
377,ant
377,cockroach
377,elephant
378,dog
378,cat
378,sheep
378,pig
378,wild pig
378,tiger
378,lion
378,leopard
378,shark
378,piranha
378,snake
378,whale
378,blue whale
378,bird
378,blue shark
378,dolphin
378,bun
379,koala
379,cat
379,dog
379,bear
379,tiger
379,lion
379,elephant
379,worm
379,butterfly
379,ladybug
379,fish
379,dolphin
379,clam
379,sea ​​urchin
379,mouse
379,wild pig
379,deer
380,elephant
380,squirrel
380,rabbit
380,whale
380,lion
380,tiger
380,cockroach
380,frog
380,lion
380,sheep
380,chicken
380,dog
380,cat
381,kangaroo
381,wild pig
381,deer
381,tiger
381,kangaroo
381,bear
381,lion
381,tiger
381,duck
382,caterpillar
382,grasshopper
382,worm
382,caterpillar
382,flea
382,bird
382,harrier
383,lion
383,whale
383,tiger
383,dolphin
383,panther
383,shark
383,fish
383,pigeon
383,skunk
383,leopard
383,rabbit
383,hare
383,hyena
383,snake
383,cobra
384,lion
384,tiger
384,snake
384,elephant
384,whale
384,parrot
384,deer
384,bear
384,fish
384,eagle
384,snake
384,lizard
384,shark
384,koala
385,lizard
385,snake
385,dolphin
385,shark
385,bird
385,pig
385,lion
385,tiger
385,panther
385,tortoise
385,fish
385,dog
385,dog
385,mouse
385,rat
386,sea ​​urchin
386,elephant
386,giraffe
386,cat
386,dog
386,bee
386,ostrich
386,leopard
386,lion
386,giraffe
386,crocodile
386,horse
386,snake
388,koala
388,dog
388,cat
388,rabbit
388,panda
388,grizzly
388,hare
388,mouse
388,bird
388,bird
388,eagle
388,buffalo
389,lion
389,tiger
389,elephant
389,zebra
389,bun
389,dog
389,cat
389,tiger
389,orangutan
389,koala
389,kangaroo
389,deer
389,wild pig
389,pigeon
390,bird
390,wasp
390,lizard
390,deer
390,butterfly
390,tortoise
390,lynx
390,mouse
390,bear
390,skunk
390,dog
390,cat
390,snake
390,lion
390,cougar
390,panther
390,bun
390,bat
390,butterfly
391,frog
391,mouse
391,horse
391,donkey
391,toad
391,sardine
391,crab
391,cat
391,dog
391,fish
391,lizard
391,snake
391,dog
391,rat
391,mouse
391,donkey
392,cat
392,dog
392,bird
392,spider
392,mouse
392,hamster
392,chicken
392,tiger
392,elephant
392,rooster
392,pigeon
392,ostrich
392,zebra
392,snail
393,ant
393,bee
393,cat
393,chicken
393,frog
393,elephant
393,goose
393,horse
393,magpie
393,kangaroo
393,ladybug
393,butterfly
393,mouse
393,chicken
393,rooster
393,zebra
393,octopus
393,magpie
393,sea ​​urchin
393,sparrow
394,ant
394,bee
394,wasp
394,cat
394,duck
394,mouse
394,octopus
394,pigeon
394,turkey
394,frog
394,duck
394,horse
394,rooster
394,tiger
394,zebra
394,kangaroo
394,tiger
394,ladybug
394,sea ​​urchin
394,vulture
395,chicken
395,octopus
395,sea ​​urchin
395,ostrich
395,peacock
395,parrot
395,zebra
395,snail
395,ladybug
395,kangaroo
395,elephant
395,cat
395,bird
395,tiger
395,rooster
395,horse
395,chameleon
395,frog
396,ant
396,bee
396,cat
396,mouse
396,octopus
396,turkey
396,chicken
396,elephant
396,frog
396,duck
396,horse
396,pigeon
396,snail
396,tiger
396,zebra
396,kangaroo
396,sea ​​urchin
396,vulture
396,whale
397,camel
397,tiger
397,lion
397,cheetah
397,tiger
397,pigeon
397,eagle
397,shark
397,pelican
397,fish
397,koala
397,penguin
397,lynx
397,rabbit
397,horse
397,swordfish
397,horse
398,dolphin
398,tiger
398,elephant
398,whale
398,shark
398,tiger
398,lion
398,dog
398,cat
398,worm
398,fly
398,mosquito
398,louse
398,duck
398,fox
398,snake
398,cow
398,bull
398,horse
398,horse
399,cat
399,frog
399,dog
399,cow
399,sheep
399,bee
399,duck
399,rooster
400,birdie
400,pigeon
400,ant
400,elephant
400,sea ​​urchin
400,whale
400,vulture
400,tiger
400,wild pig
400,octopus
400,peacock
400,cat
400,birdie
400,duck
400,cat
400,bee
400,horse
400,pigeon
400,rat
400,snail
401,cow
401,dog
401,sheep
401,horse
401,pig
401,pig
401,horse
401,cow
401,sheep
401,rabbit
401,snake
401,bee
401,bumblebee
401,eagle
401,bird
401,ostrich
402,lion
402,dog
402,cat
402,cow
402,sheep
402,goat
402,ant
402,chicken
402,pig
403,elephant
403,lion
403,giraffe
403,rhinoceros
403,horse
403,rabbit
403,cheetah
403,deer
403,hippo
403,crocodile
403,martha
403,bear
404,horse
404,butterfly
404,sheep
404,cow
404,chicken
404,mouse
404,lion
404,tiger
404,cheetah
404,elephant
404,giraffe
404,zebra
404,dog
404,cat
404,fish
404,shark
404,dolphin
404,octopus
404,killer whale
404,snail
405,elephant
405,pig
405,cow
405,zebra
405,giraffe
405,lion
405,tiger
405,shark
405,fish
405,chicken
405,dolphin
405,eagle
405,stork
405,bun
405,kangaroo
405,penguin
405,elephant
405,rhinoceros
406,crocodile
406,mouse
406,cat
406,dog
406,fish
406,hamster
406,bear
406,lion
406,tiger
406,snake
406,ant
406,scorpion
407,seagull
407,eagle
407,horse
407,dolphin
407,pigeon
407,lion
407,tiger
407,hippo
407,giraffe
407,sparrow
407,ostrich
407,duck
407,platypus
407,bat
407,tiger
407,bear
407,panda
407,polar bear
407,snake
408,cow
408,dog
408,cat
408,sheep
408,tortoise
408,bird
408,eagle
408,frog
408,snail
408,mouse
408,rat
408,snake
408,lizard
408,lizard
408,penguin
408,stork
408,bee
408,wasp
408,ant
409,leopard
409,frog
409,cat
409,dog
409,rabbit
409,buffalo
409,lion
409,tiger
409,cow
409,bull
409,rooster
409,duck
409,bird
409,ostrich
410,bear
410,dog
410,goat
410,otter
410,crocodile
410,hamster
410,bird
410,tortoise
410,fish
410,bull
410,cow
410,horse
410,goat
410,toucan
410,fish
410,eagle
411,bun
411,giraffe
411,elephant
411,gorilla
411,ant
411,cockroach
411,dog
411,cat
411,louse
411,lion
411,tiger
411,snake
411,bat
412,elephant
412,hyena
412,bun
412,giraffe
412,lion
412,rhinoceros
412,elephant
412,gorilla
412,chameleon
412,tortoise
412,ant
412,beetle
412,snake
412,butterfly
412,ladybug
413,spider
413,bun
413,crocodile
413,cat
413,dog
413,hamster
413,prawn
413,clam
413,crocodile
413,shark
413,squirrel
413,dolphin
413,lion
414,snake
414,goat
414,lion
414,cheetah
414,leech
414,fawn
414,zebra
414,bear
414,bull
414,rhinoceros
414,buffalo
415,mouse
415,deer
415,cat
415,dog
415,rabbit
415,fish
415,cow
415,chicken
415,duck
415,pig
415,horse
416,slug
416,bird
416,pig
416,grasshopper
416,frog
416,toad
416,pig
416,wild pig
416,rabbit
416,cat
416,dog
417,giraffe
417,elephant
417,crocodile
417,bun
417,rabbit
417,hippo
417,porcupine
417,butterfly
417,ladybug
417,gorilla
417,cow
418,dog
418,cat
418,horse
418,pig
418,bear
418,snake
418,lion
418,tiger
418,leopard
418,penguin
418,stork
418,eagle
418,cow
418,bull
418,sheep
418,mouse
419,horse
419,pig
419,fly
419,butterfly
419,lion
419,tiger
419,cheetah
419,shark
419,whale
419,fish
419,seahorse
419,bee
419,sheep
419,cow
419,goat
419,crocodile
419,frog
419,snake
419,bun
419,mammoth
419,elephant
419,gorilla
420,chicken
420,dog
420,eagle
420,ostrich
420,gorilla
420,fish
420,crab
420,shark
420,dolphin
420,rabbit
420,cat
420,chicken
420,chicken
420,shark
420,whale
420,dog
420,frog
420,giraffe
421,lion
421,bun
421,giraffe
421,worm
421,wasp
421,fish
421,eel
421,hippo
421,oyster
421,mussel
421,snake
421,fox
421,wolf
421,bear
421,crocodile
421,bun
421,duck
421,dolphin
421,goose
421,horse
421,pig
421,cat
421,dog
421,whale
422,lion
422,tiger
422,cheetah
422,cougar
422,lemur
422,penguin
422,bear
422,polar bear
422,wolf
422,wolverine
422,eagle
422,sparrow
422,tiger
422,snake
422,rhinoceros
422,dog
422,cat
422,platypus
422,beaver
423,rhinoceros
423,cat
423,dog
423,caterpillar
423,butterfly
423,dog
423,cat
423,giraffe
423,wild pig
423,rhinoceros
423,horse
423,zebra
423,bird
423,eagle
424,whale
424,shark
424,ant
424,elephant
424,ostrich
424,horse
424,fish
424,platypus
424,kangaroo
424,ostrich
424,worm
424,cat
424,dog
424,sea ​​urchin
424,crab
425,rhinoceros
425,dog
425,cat
425,hamster
425,mouse
425,rat
425,elephant
425,hummingbird
425,cicada
425,stork
425,tiger
425,lion
425,lion
425,tiger
425,hippo
425,fish
425,canary
425,parakeet
426,cow
426,bull
426,ant
426,mosquito
426,donkey
426,donkey
426,crocodile
426,fish
426,dog
426,cat
426,bird
426,tortoise
426,bee
426,wasp
427,panther
427,tiger
427,lion
427,buffalo
427,elephant
427,giraffe
427,ostrich
427,ant
427,beetle
427,centipede
427,bun
427,whale
427,dolphin
427,fish
427,squid
427,penguin
428,rhinoceros
428,bun
428,rat
428,frog
428,mouse
428,giraffe
428,mouse
428,bun
428,cheetah
428,bird
428,butterfly
428,fly
428,sheep
428,cow
429,elephant
429,cat
429,dog
429,grasshopper
429,gorilla
429,bun
429,caterpillar
429,fly
429,wasp
429,bee
429,worm
430,giraffe
430,lion
430,cheetah
430,lion
430,snake
430,deer
430,deer
430,deer
430,pig
430,whale
430,crocodile
431,elephant
431,bun
431,cougar
431,chimpanzee
431,tiger
431,lion
431,gorilla
431,dog
431,cat
431,mouse
431,rat
431,chicken
431,rooster
431,bee
431,ant
431,beetle
432,bun
432,lion
432,giraffe
432,whale
432,fish
432,hippo
432,tiger
432,dog
432,shark
433,orangutan
433,bun
433,dog
433,giraffe
433,hummingbird
433,bird
433,snake
433,cat
433,frog
433,mouse
433,beetle
433,ant
433,mole
433,worm
434,deer
434,wild pig
434,rabbit
434,hare
434,pigeon
434,bun
434,kangaroo
434,ostrich
434,giraffe
434,elephant
434,mountain goat
434,dog
434,cat
434,tortoise
434,frog
434,crab
434,dolphin
434,whale
434,shark
435,bat
435,bun
435,wolf
435,lion
435,orangutan
435,cat
435,dog
435,rabbit
435,chicken
435,rooster
435,chick
435,birdie
435,bird
436,fox
436,seagull
436,eagle
436,duck
436,fish
436,crocodile
436,bun
436,gorilla
436,ostrich
436,dolphin
436,whale
436,rat
436,mouse
436,cat
436,dog
436,bull
436,cow
436,horse
437,dog
437,duck
437,rhinoceros
437,frog
437,spider
437,giraffe
437,tiger
437,lion
437,grizzly
437,polar bear
437,hare
437,rabbit
437,cat
437,mouse
438,giraffe
438,elephant
438,zebra
438,mosquito
438,rabbit
438,octopus
438,chicken
438,tiger
438,whale
438,shark
438,lizard
438,kangaroo
438,cat
438,ant
438,chicken
438,mouse
438,horse
439,frog
439,chicken
439,buffalo
439,ostrich
439,butterfly
439,ladybug
439,rabbit
439,ostrich
439,elephant
439,lion
439,pigeon
439,vulture
439,whale
439,duck
439,chicken
439,pigeon
439,goat
439,ant
439,vulture
440,goat
440,elephant
440,cat
440,dog
440,hamster
440,elephant
440,ladybug
440,pigeon
440,wildebeest
440,turkey
440,octopus
440,eagle
440,rat
440,lizard
440,cheetah
440,leopard
440,horse
440,pigeon
440,tortoise
440,snail
440,butterfly
440,zebra
440,mouse
440,bird
440,chameleon
441,rabbit
441,cat
441,skunk
441,bird
441,chicken
441,snail
441,butterfly
441,bee
441,slug
441,snail
441,deer
441,snake
441,piton
441,dog
442,elephant
442,cat
442,dog
442,crocodile
442,rhinoceros
442,swordfish
442,rooster
442,chicken
442,tortoise
442,horse
442,donkey
442,pony
442,ostrich
443,tiger
443,whale
443,shark
443,elephant
443,leopard
443,frog
443,lizard
443,dog
443,cat
443,fish
443,dolphin
443,leopard
443,lion
443,octopus
443,whale
443,bee
443,wildebeest
443,zebra
443,pig
443,chicken
443,ostrich
444,lion
444,bun
444,gorilla
444,tiger
444,leopard
444,butterfly
444,rabbit
444,hare
444,wild pig
444,deer
444,deer
444,bee
444,shark
444,jellyfish
444,fish
445,cheetah
445,lion
445,tiger
445,giraffe
445,zebra
445,hippo
445,elephant
445,buffalo
445,bee
445,snail
445,ladybug
445,butterfly
445,cat
445,dog
445,duck
445,chicken
445,camel
445,bull
446,deer
446,ostrich
446,butterfly
446,bee
446,cat
446,dog
446,hamster
446,tortoise
446,ant
446,caterpillar
446,bun
446,mouse
446,mollusk
446,swordfish
446,lion
446,leopard
446,tiger
446,horse
446,rabbit
446,hare
446,pig
446,chicken
446,rooster
447,elephant
447,lion
447,rhinoceros
447,tiger
447,mouse
447,rat
447,dog
447,bird
447,bull
447,cow
447,horse
447,calls
447,piglet
447,elephant
448,giraffe
448,wild pig
448,tortoise
448,leopard
448,tiger
448,deer
448,birdie
448,ostrich
448,dog
448,cat
448,flea
448,mosquito
450,dog
450,cat
450,tiger
450,lion
450,buffalo
450,flemish
450,frog
450,panther
450,gorilla
450,bird
450,rooster
450,chicken
450,chicken
450,shark
450,dolphin
1351,lion
1351,tiger
1351,crocodile
1351,snake
1351,bun
1351,giraffe
1351,zebra
1351,lion
1351,panther
1351,bee
1351,whale
1351,shark
1351,iguana
1351,bull
1351,gorilla
1351,octopus
1399,rhinoceros
1399,pigeon
1399,mouse
1399,elephant
1399,giraffe
1399,lion
1399,tiger
1399,dog
1399,cat
1399,bird
1399,sea ​​urchin
1399,tortoise
1399,snail
1399,rabbit
1399,duck
1399,squirrel
1399,ant
1399,bee
1399,frog
1399,kangaroo
1399,octopus
1399,fish
1400,shark
1400,fish
1400,crab
1400,seahorse
1400,crab
1400,clam
1400,bear
1400,fish
1400,sea ​​urchin
1400,ladybug
1400,lion
1400,lizard
1400,bee
1400,cat
1400,bird
1400,mouse
1400,chicken
1400,peacock
1450,dolphin
1450,shark
1450,giraffe
1450,wild pig
1450,tiger
1450,lion
1450,elephant
1450,deer
1450,lizard
1450,dolphin
1450,lobster
1450,fish
1450,swordfish
1450,dog
1450,cat
1450,bird
