Sujeto,Propiedad
36,pimiento
36,queso
38,lenteja
38,garbanzos
38,judía
38,carne
38,pescado
38,naranja
38,manzana
38,sandía
38,melón
38,uva
38,fresa
38,salchichón
38,chorizo
38,morcilla
38,chóped
38,jamón york
38,jamón serrano
39,macarrón
39,manzana
39,pera
39,plátano
39,sandía
39,melón
39,pan
39,chuches
39,pollo
39,magdalena
39,bombón
39,chocolate
40,manzana
40,pera
40,cocido
40,judía
40,carne
40,pescado
40,tomate
40,patata
40,pepino
40,lechuga
40,zanahoria
40,pimiento
40,brócoli
40,coliflor
40,naranja
40,plátano
40,albaricoque
40,melocotón
40,mandarina
40,piña
51,espaguetis
51,macarrón
51,patata
51,tomate
51,huevo
51,lechuga
51,maíz
51,pan
51,filete
51,bistec
51,carne
51,lenguado
51,merluza
51,pulpo
51,calamares
51,croqueta
51,cereal
51,tostada
51,sal
51,azúcar
51,vinagre
51,aceite
51,guisantes
51,judías blancas
51,judías verdes
52,macarrón
52,lasaña
52,brócoli
52,salmón
52,emperador
52,lubina
52,paella
52,ensalada
52,tarta
52,yogur
52,natillas
52,arroz con leche
52,maicena
52,pan
52,macedonia
52,chuleta
53,lasaña
53,paella
53,macarrón
53,pollo
53,pisto
53,potaje
53,lenteja
53,huevo frito
53,patatas
53,chuleta
53,marisco
53,pollo asado
53,salmón
53,pez espada
53,pescadilla
53,boquerón
54,ensalada
54,espárragos
54,macarrón
54,sopa
54,pescado
54,dorada
54,lubina
54,arroz
54,pollo
54,costilla
54,potaje
55,paella
55,sushi
55,gachas
55,ramben
55,filete
55,tortilla
55,patatas
55,tarta
55,gelatina
55,flan
55,natillas
55,pizza
55,espaguetis
55,tallarines
55,fideos
55,roquefort
55,bizcocho
56,manzana
56,cocido
56,lenteja
56,judía
56,estofado
56,espaguetis
56,arroz
56,paella
56,huevo frito
56,pescado
56,ternera
56,cerdo
56,ensalada
56,hamburguesa
56,pizza
56,tarta
56,natillas
56,yogur
56,churros
56,chocolate
57,espaguetis
57,macarrón
57,ravioli
57,fabada
57,lenteja
57,chorizo
57,salchicha
57,lomo
57,jamón
57,chóped
57,queso
57,yogur
57,flan
58,lenteja
58,manzana
58,judía
58,pan
58,plátano
58,kiwi
58,fresa
58,melocotón
58,piña
58,azúcar
58,sal
58,aceite
58,pollo
58,patata
58,cebolla
58,puerro
58,macedonia
58,pimiento rojo
58,pimiento verde
58,pimiento amarillo
58,pimiento
58,pipas
59,lenteja
59,macarrón
59,judía
59,filete
59,sopa
59,leche
59,queso
59,chorizo
59,cereal
59,espaguetis
59,arroz
60,espaguetis
60,lenteja
60,macarrón
60,ensalada
60,potaje
60,pollo
60,tomate
60,lechuga
60,pepino
60,sandía
60,melón
60,yogur
60,costilla
60,judía
60,lenteja
60,patatas
60,chorizo
60,arroz
61,paella
61,lasaña
61,sopa
61,huevo
61,tortilla
61,manzana
61,salchichón
61,queso
61,pan
61,kiwi
61,membrillo
61,granada
61,piñón
61,mora
61,frambuesa
61,fresa
61,caqui
61,tomate
61,lechuga
61,ternera
61,cordero
61,fresa
61,maíz
61,pan
62,sopa
62,cocido
62,arroz
62,lenteja
62,espaguetis
62,pasta
62,pizza
62,hamburguesa
62,guisos
62,verdura
62,guisantes
62,pescado
62,gachas
62,migas
63,macarrón
63,espaguetis
63,cocido
63,sopa
63,paella
63,yogur
63,pizza
63,hamburguesa
63,patatas
63,frutos secos
63,bocadillo
63,chorizo
63,panceta
63,huevo
63,gachas
63,migas
63,tortilla
64,fresa
64,plátano
64,melón
64,sandía
64,naranja
64,melocotón
64,fideos
64,pollo
64,cerdo
64,ternera
64,cordero
64,ensalada
64,zanahoria
64,ajo
64,cebolla
64,pistachos
64,almendras
64,nueces
64,berenjena
64,calabaza
65,cuscús
65,risotto
65,espaguetis
65,paella
65,fideuá
65,pulpo
65,pollo
65,hamburguesa
65,pizza
65,musaca
65,berenjena
65,ensalada
65,pescado
65,gamba
65,codillo
65,lenteja
65,judía
65,sopa
66,macarrón
66,pan
66,naranja
66,mandarina
66,caqui
66,guayaba
66,plátano
66,carne
66,pescado
66,zanahoria
66,patatas
66,tomate
66,pipas
66,lechuga
66,coliflor
66,brócoli
66,albóndigas
66,bacalao
67,arroz
67,macarrón
67,espaguetis
67,gachas
67,migas
67,lenteja
67,paella
67,albóndigas
67,habichuela
67,pizza
67,tortilla
67,fideuá
67,puré
67,sopa
67,ensalada
67,bocadillo
67,filete
67,lomo
67,pescado
67,salmón
68,pisto
68,potaje
68,ensalada
68,carne
68,pescado
68,espaguetis
68,arroz
68,huevo
68,huevo frito
68,bonito
68,patatas
68,pimiento
68,marisco
68,revuelto
69,pizza
69,espaguetis
69,yogur
69,cereal
69,arroz
69,paella
69,natillas
69,bocadillo
69,sándwich
69,ensalada
69,Petit Suisse
69,actimel
69,bizcocho
69,fresa
69,arándano
69,papas
69,pollo
69,filete
69,chuleta
69,huevo
69,salmón
69,merluza
69,rodaballo
69,sardina
69,boquerón
70,manzana
70,pan
70,estofado
70,sopa
70,potaje
70,chocolate
70,kiwi
70,plátano
70,melón
70,sandía
70,tomate
70,lechuga
70,canónigos
70,calabaza
70,galleta
70,pañuelo
70,cereal
70,salmorejo
70,carne
70,pescado
70,judía
70,lenteja
70,garbanzos
70,perejil
70,ajo
71,fideuá
71,espaguetis
71,lasaña
71,canelones
71,cocido
71,estofado
71,potaje
71,macarrón
71,ensaladilla rusa
71,huevo rellenos
71,setas
71,paella
71,arroz con pollo
71,arroz con tomate
71,tortilla
71,salchicha
71,boquerón
71,sardina
71,lenguado
71,gamba
71,cigala
71,jamón
71,queso
71,chóped
72,pizza
72,hamburguesa
72,espaguetis
72,macarrón
72,brócoli
72,acelgas
72,espinacas
72,paella
72,salchicha
72,tortilla
72,puré
72,sopa
72,ensalada
72,cochinillo
72,patatas
72,helado
72,tarta
72,crema
72,yogur
73,pan
73,manzana
73,filete
73,arroz
73,garbanzos
73,lenteja
73,judía
73,pasta
73,fideos
73,macarrón
73,espaguetis
73,tortellini
73,ñoquis
73,puré
73,lasaña
73,canelones
73,helado
73,palmera
73,bombón
73,mousse
73,sopa
73,verdura
73,fruta
74,macarrón
74,espaguetis
74,estofado
74,paella
74,lenteja
74,sopa
74,puré
74,arroz
74,huevo frito
74,solomillo
74,lomo
74,salmón
74,atún
74,boquerón
74,sardina
74,merluza
74,ensalada
74,ensaladilla rusa
74,gamba
74,langostinos
75,espaguetis
75,macarrón
75,pechuga
75,pollo
75,sardina
75,salmón
75,pera
75,calamares
75,cangrejo
75,gamba
75,ensalada
75,patata
75,lenteja
75,garbanzos
75,chorizo
75,morcilla
75,fideos
75,tallarines
75,arroz
76,espaguetis
76,pollo
76,patatas
76,albóndigas
76,verdura
76,hortalizas
76,arroz
76,pescado
76,cereal
76,pan
76,aceite
77,manzana
77,plátano
77,sopa
77,lenteja
77,carne
77,pescado
77,helado
77,naranja
77,paella
77,pizza
77,dorada
77,tomate
77,lechuga
77,piña
77,pan
77,mandarina
78,asadillo
78,gazpacho
78,migas
78,paella
78,arroz
78,macarrón
78,espaguetis
78,pizza
78,boquerón
78,sardina
78,sopa
78,lenteja
78,judía
78,judías verdes
78,jamón
78,jamón york
78,pavo
78,pechuga pollo
78,salchicha
78,lomo
78,papada cerdo
78,sesos cordero
78,chorizo
78,morcilla
78,salchicha
79,lenteja
79,judía
79,espaguetis
79,pizza
79,hamburguesa
79,canelones
79,lasaña
79,sopa
79,arroz cubano
79,arroz al horno
79,ensalada
79,pechuga pollo
79,patatas fritas
79,patatas asadas
79,sándwich mixto
80,aguacate
80,lenteja
80,tortilla
80,solomillo
80,croqueta
80,pollo
80,sopa
80,habichuela
80,jamón
80,mermelada
80,pan
80,mantequilla
80,queso
80,lechuga
80,chocolate
80,donut
80,sobao
80,coco
80,nueces
80,pan
80,plátano
80,limón
80,manzana
80,piña
80,melón
80,sandía
81,sopa
81,chicle
81,espaguetis
81,macarrón
81,lenteja
81,judía
81,garbanzos
81,lechuga
81,tomate
81,cebolla
81,pimiento
81,ajo
81,pan
81,bollo
81,pescado
81,carne
81,chocolate
81,maíz
81,queso
82,macarrón
82,sopa
82,arroz
82,patatas
82,cocido
82,habichuela
82,lenteja
82,pan
82,coco
82,garbanzos
82,judías verdes
82,lechuga
82,tomate
82,naranja
82,pera
82,kiwi
82,plátano
82,limón
82,mandarina
82,castañas
82,nueces
82,aceituna
82,café
83,pasta
83,espaguetis
83,macarrón
83,fideos
83,sopa
83,cordero
83,cerdo
83,jamón
83,chorizo
83,ensalada
83,zanahoria
83,romero
83,naranja
83,limón
83,pera
83,plátano
83,pescado
83,lubina
83,dorada
83,salmón
83,boquerón
83,churros
83,galleta
83,croissant
84,filete
84,patatas
84,pescado
84,ensalada
84,tomate
84,lechuga
84,maíz
84,zanahoria
84,aceituna
84,canelones
84,fideos
84,macarrón
84,espaguetis
84,lasaña
84,kétchup
84,mayonesa
84,pastel
84,bizcocho
84,magdalena
85,lasaña
85,canelones
85,pasta
85,filete
85,pechuga
85,pollo
85,ternera
85,macarrón
85,sopa
85,solomillo
85,marisco
85,sushi
85,cerdo
85,pato
85,albóndigas
85,filete ruso
85,san Jacobo
85,lenteja
85,garbanzos
86,espaguetis
86,pizza
86,hamburguesa
86,macarrón
86,ensalada
86,tortilla
86,mejillón
86,cacahuete
86,queso
86,tostada
86,pollo
86,merluza
86,calamares
86,cordero
86,cochinillo
87,lenteja
87,sopa
87,patatas
87,pollo
87,espaguetis
87,arroz
87,macarrón
87,espinacas
87,coliflor
87,habichuela
87,fresa
87,manzana
87,plátano
87,mandarina
87,sandía
87,melón
87,kiwi
87,espárragos
88,macarrón
88,arroz
88,paella
88,sopa
88,rosquillas
88,chóped
88,salchichón
88,chorizo
88,lomo
88,huevo
88,queso
88,lechuga
88,tomate
88,cebolla
88,pescado
88,carne
88,macarrón
88,fideos
88,judía
88,lenteja
89,hamburguesa
89,pizza
89,espaguetis
89,huevo
89,acelgas
89,judías blancas
89,judías verdes
89,judías pintas
89,lenteja
89,garbanzos
89,jamón
89,lomo
89,pollo
89,cerdo
89,ternera
89,hígado
89,chorizo
89,salchicha
89,pan
89,miel
89,mantequilla
89,leche merengada
90,sal
90,ensalada
90,potaje
90,manzana
90,plátano
90,pan
90,kiwi
90,acelgas
90,carne
90,pescado
90,hamburguesa
90,pizza
90,patatas
90,kebab
90,galleta
90,cereal
90,yogur
90,leche
90,huevo
90,arroz
91,lasaña
91,macarrón
91,alcachofas
91,lechuga
91,lenteja
91,judía
91,chorizo
91,salchichón
91,chóped
91,espinacas
91,arroz
91,potaje
91,pastel
91,galleta
91,queso
92,pollo
92,lechuga
92,tomate
92,lenteja
92,sopa
92,cocido
92,ternera
92,espaguetis
92,macarrón
92,pan
92,mermelada
92,mantequilla
92,margarina
92,judía
93,puré
93,sopa
93,espaguetis
93,pizza
93,paella
93,pescado
93,carne
93,pollo
93,cerdo
93,ternera
93,insectos
94,macarrón
94,espaguetis
94,arroz
94,patatas
94,fideos
94,albóndigas
94,lenteja
94,judía
94,pollo
94,chorizo
94,salchichón
94,fresa
94,cereza
94,melocotón
94,kiwi
94,plátano
94,naranja
94,mandarina
95,espaguetis
95,pizza
95,sopa
95,marisco
95,chuleta
95,hamburguesa
95,lasaña
95,burritos
95,cuscús
95,fideos al curri
95,macarrón
95,magro con tomate
95,bacon
95,sándwich mixto
95,tostada
96,espaguetis
96,macarrón
96,pechuga
96,lomo
96,macarrón
96,pizza
96,tortilla
96,paella
96,Doritos
96,morcilla
96,sardina
96,caballa
96,rape
96,sepia
96,jamón
96,sopa
96,cocido
97,pizza
97,garbanzos
97,lenteja
97,habichuela
97,patatas fritas
97,filete
97,hamburguesa
97,nachos
97,chocolate
97,almendras
97,lechuga
97,macarrón
97,espaguetis
97,sopa
98,huevo
98,cereal
98,macarrón
98,gominola
98,arroz
98,fideos
98,pan
98,tomate
98,lechuga
98,plátano
98,naranja
98,cereza
98,ciruela
98,coliflor
98,melocotón
98,limón
98,patata
99,lenteja
99,sopa
99,arroz
99,garbanzos
99,pan
99,patatas
99,huevo
99,bizcocho
99,caramelo
99,bocadillo
99,habichuela
100,paella
100,migas
100,lechera
100,ensalada
100,filete
100,pizza
100,arroz
100,sopa
100,puré
100,consomé
100,bocadillo
100,chocolate
100,gominola
101,jamón
101,queso
101,chorizo
101,pamplonica
101,salami
101,salchichón
101,jamón
101,pan
101,Cola cao
101,chocolate
101,aceituna
101,empanada
101,atún
101,filete
101,lomo
101,magreta
101,bacon
101,lechuga
101,tomate
101,ajo
101,cebolla
102,chuches
102,macarrón
102,lenteja
102,arroz
102,carne
102,pescado
102,fruta
102,verdura
102,guisantes
102,pan
102,pizza
102,rosquillas
102,chocolate
102,bocadillo
105,lenteja
105,judía
105,estofado
105,macarrón
105,lasaña
105,tortilla
105,huevo frito
105,patatas fritas
105,hamburguesa
105,pizza
105,arroz
105,sopa
105,garbanzos
105,yogur
105,tarta
105,magdalena
105,galleta
105,mandarina
105,pizza
105,sandía
105,melón
105,plátano
106,arroz
106,chuleta
106,lomo
106,oreja
106,patata
106,huevo
106,pastel
106,golosina
106,perejil
106,orégano
106,lenteja
106,patatas
106,arroz cubano
106,galianos
107,pan
107,lenteja
107,cocido
107,sopa
107,paella
107,macarrón
107,espaguetis
107,pollo
107,pescado
107,carne
107,frutos secos
107,caramelo
107,arroz
107,judía
107,espárragos
107,espinacas
107,mejillón
107,calamares
108,espaguetis
108,macarrón
108,pizza
108,arroz
108,lenteja
108,cocido
108,espinacas
108,brócoli
108,judía
108,espárragos
108,sandía
108,melón
108,gamba
108,cigala
108,gamba
108,percebes
108,pollo
108,ternera
108,cuscús
109,plátano
109,kiwi
109,manzana
109,solomillo
109,lechuga
109,pechuga
109,pollo
109,garbanzos
109,lenteja
109,sopa
109,judía
109,guisantes
109,hamburguesa
109,pizza
109,chuleta
110,arroz
110,patatas
110,pera
110,manzana
110,plátano
110,sandía
110,melocotón
110,kiwi
110,queso
110,jamón
110,huevo
110,garbanzos
110,judía
110,chocolate
110,melón
110,salchicha
110,tostada
110,galleta
110,cereal
112,arroz
112,lenteja
112,cocido
112,lasaña
112,espaguetis
112,macarrón
112,judía
112,lenteja
112,pescado
112,salmón
112,merluza
112,pollo
112,fideos
112,sopa
112,manzana
112,pera
112,sandía
112,melón
113,pizza
113,hamburguesa
113,lasaña
113,patatas
113,panga
113,lenteja
113,alubias
113,garbanzos
113,espaguetis
113,macarrón
113,chocolate
113,atún
113,calamares
113,almeja
113,gamba
113,langostinos
113,carne
113,jamón
113,chorizo
113,mortadela
113,chóped
113,pan
115,plátano
115,manzana
115,fideos
115,almeja
115,gamba
115,erizo de mar
115,macarrón
115,menestra
115,mantecado
115,judía
115,cocido
115,lenteja
115,migas
115,gachas
115,chuleta
115,acelgas
115,espinacas
115,sepia
115,calamares
115,pulpo
115,langostinos
118,patatas
118,huevo
118,arroz
118,canelones
118,cuscús
118,espaguetis
118,pasta
118,pescado
118,fruta
118,manzana
118,pera
118,naranja
118,melón
118,galleta
118,cereal
118,magdalena
118,pollo
118,chuleta
118,hamburguesa
118,sándwich
118,paella
118,lomo
118,espinacas
118,lechuga
118,tomate
118,brócoli
118,acelgas
118,judías verdes
118,berenjena
118,calabacín
119,macarrón
119,paella
119,cocido
119,estofado
119,carne
119,pescado
119,plátano
119,pera
119,manzana
119,granada
119,kiwi
119,espaguetis
119,tortilla
120,cuscús
120,tortilla
120,paella
120,rollito
120,kebab
120,hamburguesa
120,carne
120,tomate
120,ensalada
120,piña
120,sandía
120,melón
120,aguacate
120,fruta pasión
120,albóndigas
120,croqueta
120,flamenquines
120,bistec
120,ternera
120,pizza
120,espaguetis
120,tallarines
120,huevo
120,arroz
121,macarrón
121,espaguetis
121,tallarines
121,carne
121,pescado
121,manzana
121,pera
121,uva
121,plátano
121,ciruela
121,melocotón
121,ternera
121,pollo
121,bacon
121,cerdo
121,pan
121,tostada
121,bocadillo
121,sándwich
121,ensalada
121,tomate
121,lechuga
121,maíz
122,espaguetis
122,macarrón
122,fresa
122,melocotón
122,plátano
122,pera
122,manzana
122,cocido
122,lenteja
122,judía
122,garbanzos
122,chorizo
122,salchichón
122,lomo
122,jamón
122,mojama
122,pizza
122,hamburguesa
122,ensalada
122,puré
122,patatas
122,lechuga
122,filete
123,espaguetis
123,macarrón
123,hamburguesa
123,mortero
123,chile
123,perejil
123,salmón
123,vacuno
123,entrecot
123,costillar
123,gallina
123,gallina
123,pizza
123,cordero
123,maíz
123,lechuga
123,tomate
123,aceite
123,vinagre
123,sal
123,arroz
123,piña
123,fresa
123,pera
123,manzana
124,espinacas
124,acelgas
124,calabacín
124,lombarda
124,espaguetis
124,macarrón
124,patatas
124,lenteja
124,arroz
124,guisantes
124,judías verdes
124,brócoli
124,champiñones
124,bacon
124,hamburguesa
124,salchicha
124,berenjena
124,fresa
124,manzana
124,mango
124,mandarina
124,naranja
124,sandía
124,melón
124,chirimoya
125,lasaña
125,arroz
125,salchicha
125,lechuga
125,tomate
125,kétchup
125,espaguetis
125,pizza
125,hamburguesa
125,pollo
125,carne
125,pescado
125,merluza
125,manzana
125,naranja
125,jamón
125,chóped
125,pera
125,kiwi
125,kaki
125,chirimoya
125,cereza
126,mermelada
126,tostada
126,pan
126,galleta
126,cereal
126,kiwi
126,naranja
126,manzana
126,limón
126,paraguaya
126,sandía
126,lenteja
126,legumbres
126,garbanzos
126,tomate
126,pera
126,plátano
126,pimiento
126,cebolla
126,carne
126,pescado
126,orégano
126,arroz
126,pasta
126,macarrón
127,espaguetis
127,canelones
127,chuleta
127,bistec
127,san Jacobo
127,arroz
127,galleta
127,pastel
127,pan
127,pavo
127,pollo
127,albóndigas
127,helado
128,macarrón
128,sopa
128,lenteja
128,judía
128,puré
128,salchicha
128,jamón
128,chorizo
128,chóped
128,mermelada
128,mantequilla
128,chocolate
128,arroz
128,huevo
128,tortilla
128,espinacas
128,espaguetis
128,salchichón
128,puré
128,alcachofas
128,pepino
128,cebolla
129,macarrón
129,arroz
129,espaguetis
129,espinacas
129,tortilla
129,patatas
129,tomate
129,lechuga
129,san Jacobo
129,pepino
129,plátano
129,manzana
129,pera
129,albaricoque
129,melocotón
129,cacahuete
129,pipas
129,pienso
129,kiwi
129,croqueta
129,empanadillas
129,pan
129,paté
129,sobrasada
130,pavo
130,sándwich
130,hamburguesa
130,cocido
130,migas
130,gachas
130,solomillo
130,pechuga
130,pizza
130,espaguetis
130,ravioli
130,paella
130,rancho
130,lenteja
130,judías blancas
130,queso
130,pescado
130,helado
130,chuches
130,chicle
130,patatas
130,gusanitos
130,chocolate
130,galleta
130,cereal
130,turrón
130,polvorones
130,huesos de santo
131,macarrón
131,lasaña
131,sopa
131,filete
131,lubina
131,dorada
131,rodaballo
131,merluza
131,pez espada
131,salmón
131,ternera
131,cerdo
131,pollo
131,jamón
131,aceituna
131,queso
131,plátano
131,manzana
131,naranja
131,pera
131,melón
131,sandía
131,mango
131,kiwi
131,yogur
132,sopa
132,pollo
132,rape
132,rosada
132,ternera
132,migas
132,paella
132,pasta
132,salchicha
132,macarrón
132,espaguetis
132,ensalada
132,calabacín
132,arroz con leche
132,natillas
132,estofado
132,lubina
132,dorada
132,solomillo
132,panceta
132,tocino
132,jamón
132,tortilla
133,tortilla
133,huevo frito
133,empanada
133,croqueta
133,carne
133,solomillo
133,chuleta
133,alitas
133,pechuga pollo
133,arroz
133,judía
133,sopa
133,cocido
133,lenteja
133,canelones
133,lasaña
133,espaguetis
133,hamburguesa
133,calamares
133,chopitos
133,sepia
133,boquerón
133,merluza
133,espinacas
133,brócoli
133,judías verdes
133,guisantes
133,jamón
133,chorizo
133,queso
134,arroz
134,paella
134,macarrón
134,filete
134,judías verdes
134,lechuga
134,coliflor
134,yogur
134,natillas
134,galleta
134,cereal
134,sándwich
134,jamón serrano
134,chorizo
134,salchichón
134,chóped
134,mortadela
135,manzana
135,pera
135,naranja
135,plátano
135,melón
135,sandía
135,queso
135,jamón
135,chorizo
135,salchichón
135,solomillo
135,chuleta
135,entrecot
135,panceta
135,lomo
135,salchicha
135,pescado
135,atún
135,merluza
135,dorada
135,lubina
135,sardina
135,boquerón
135,gamba
135,gamba
135,sopa
135,hamburguesa
135,sándwich
135,espaguetis
135,lasaña
136,gazpacho
136,chocolate
136,espaguetis
136,sopa
136,macarrón
136,pescado
136,fruta
